,Maywood,Cudahy,Huntington Park,West Hollywood,San Francisco,Bell Gardens,Lawndale,Hawaiian Gardens,Lynwood,Bell,Hawthorne,Hermosa Beach,Daly City,South Gate,Bellflower,Inglewood,Stanton,Santa Ana,El Monte,La Puente,Paramount,Baldwin Park,East Palo Alto,San Pablo,Norwalk,Alhambra,Berkeley,Redondo Beach,Lomita,Santa Monica,Albany,Rosemead,Artesia,Gardena,San Fernando,Compton,San Gabriel,Garden Grove,Long Beach,Downey,Westminster,Manhattan Beach,Temple City,La Palma,Lakewood,La Habra,Foster City,Emeryville,Los Angeles,National City,San Mateo,Monterey Park,Placentia,Greenfield,Buena Park,Watsonville,Culver City,Pico Rivera,South Pasadena,San Bruno,Montebello,Oxnard,Cypress,Torrance,Huntington Beach,South El Monte,Costa Mesa,Oakland,South San Francisco,Alameda,El Cajon,Suisun City,Tustin,Covina,Campbell,Anaheim,Montclair,Davis,Millbrae,West Covina,Parlier,Lemon Grove,Burlingame,Pomona,Salinas,Aliso Viejo,Santa Paula,Sunnyvale,San Leandro,El Cerrito,Santa Clara,Imperial Beach,Glendale,La Mesa,Piedmont,Capitola,La Mirada,Mountain View,Fountain Valley,Fullerton,Beverly Hills,Pasadena,Burbank,Rohnert Park,Soledad,Citrus Heights,Whittier,Ceres,Grover Beach,Cerritos,Belmont,Riverbank,Modesto,Orange,Guadalupe,San Jose,Mission Viejo,Pacific Grove,Laguna Woods,Cupertino,Arcadia,San Carlos,Dana Point,Holtville,Carpinteria,Vista,Signal Hill,Chula Vista,Milpitas,Ventura,Newman,Carson,Port Hueneme,Azusa,Orange Cove,Hollister,McFarland,Sacramento,Reedley,Stockton,Upland,Santa Cruz,Pleasant Hill,Farmersville,San Anselmo,Fontana,Atwater,Calexico,Lodi,Santa Barbara,Laguna Hills,Live Oak,Selma,Lindsay,Los Altos,Fillmore,Yuba City,Rialto,Fresno,Sanger,Santa Maria,Lake Forest,Napa,Huron,Laguna Niguel,Gonzales,Exeter,Kerman,Rancho Cucamonga,Belvedere,Clovis,Eastvale,Santa Rosa,Turlock,Oceanside,Kingsburg,Petaluma,American Canyon,San Diego,Arvin,Concord,San Ramon,Sebastopol,Galt,Sausalito,Larkspur,Redwood City,Corona,Escondido,Madera,
Whittier,9.311,9.795,11.241,25.041,398.558,7.066,23.021,12.785,13.89,9.432,22.29,26.768,405.1211,14.847,10.693,23.127,14.02,20.942,11.949,9.007,11.376,12.983,372.393,399.257,4.513,13.864,390.783,27.228,26.865,31.126,393.82,9.959,11.543,21.733,38.528,14.943,12.29,17.573,21.748,7.076,23.02,27.351,15.875,9.385,12.699,6.723,391.646,388.8281,17.295,115.05,393.643,10.424,14.828,119.851,10.019,342.3091,25.41,3.451,18.84,402.271,6.538,77.668,10.294,25.184,28.356,9.024,29.548,387.295,402.98,384.263,115.417,403.041,23.754,17.281,357.401,14.986,28.026,412.491,399.558,13.405,221.354,114.765,397.6711,25.581,320.021,38.818,81.323,366.311,378.114,394.9391,361.388,122.321,24.726,112.384,387.899,357.362,5.068,368.161,26.875,11.458,27.896,26.372,26.863,437.948,293.719,416.3091,0,323.818,191.29,8.267,382.93,334.982,328.355,19.917,181.646,356.616,37.721,338.934,34.951,362.539,20.51,380.805,47.146,209.4,100.422,81.793,21.543,116.078,361.931,84.266,303.198,20.48,79.83,18.624,225.722,320.922,151.478,399.909,221.906,353.521,31.197,362.582,382.979,202.326,409.648,48.146,297.522,210.704,369.394,111.569,34.306,359.338,219.08,186.747,370.325,72.092,440.146,48.064,233.893,227.603,174.681,35.258,417.3401,208.69,42.69,302.829,206.043,249.914,39.91,413.808,238.594,35.506,444.147,314.704,72.339,214.014,428.4211,405.4431,109.122,119.767,386.672,368.676,444.8221,376.929,413.5831,408.313,377.941,36.399,92.116,255.897,
Ceres,315.038,317.516,313.408,303.345,96.496,317.279,316.003,327.842,321.141,315.82,314.758,318.148,103.059,319.526,325.75,311.108,332.071,338.993,319.674,327.224,322.972,323.5851,93.073,97.195,322.245,312.3391,88.721,319.036,322.5901,307.755,91.758,317.19,326.6,319.836,287.162,322.516,314.644,335.624,330.605,319.653,338.077,317.557,315.843,328.196,327.756,334.511,89.584,86.766,307.205,433.101,91.581,314.01,337.077,205.777,328.07,103.026,307.006,322.273,310.258,100.209,316.754,314.404,328.891,320.671,343.413,320.222,347.599,85.233,100.918,82.201,433.468,85.745,341.805,325.7561,90.334,333.037,338.275,92.092,97.496,324.549,109.368,432.816,95.609,334.729,108.209,356.869,299.6021,87.204,76.052,92.877,87.349,440.3721,302.727,430.435,85.837,118.208,326.816,89.095,341.932,333.209,305.845,308.481,298.108,135.886,133.639,90.147,321.758,0,225.011,327.235,94.702,12.48,4.687,337.968,238.122,88.554,355.772,122.336,353.002,93.78,315.2211,94.796,365.197,527.5681,331.509,399.844,329.592,434.1291,78.893,315.3531,24.068,322.832,320.259,322.4621,123.165,81.639,172.849,82.614,113.231,35.146,338.8181,115.248,80.917,138.37,107.586,352.1301,26.703,528.8721,45.616,306.74,352.357,116.051,105.656,148.805,90.596,290.3711,122.851,356.194,91.055,105.801,241.352,353.309,105.507,117.56,360.741,125.391,143.307,84.771,343.894,111.746,99.129,351.3741,142.085,9.758,390.39,110.288,126.359,103.381,427.173,218.799,84.61,66.614,142.76,53.151,111.521,106.251,96.502,352.264,418.4071,68.397,
Grover Beach,182.283,184.761,180.726,168.541,246.466,184.524,180.311,195.087,187.513,183.065,179.066,182.456,241.813,186.771,193.296,175.416,199.316,206.238,187.76,194.51,190.714,193.294,215.626,251.768,189.489,181.672,243.26,183.344,186.898,172.063,246.331,185.164,193.845,184.144,168.58,186.824,184.447,208.026,194.913,186.898,204.964,181.865,185.552,195.44,195.752,201.797,227.444,243.012,174.894,300.346,227.792,182.096,204.322,126.133,195.315,159.626,171.314,189.559,179.591,236.477,184.04,117.621,196.136,184.979,210.3,187.508,212.846,238.875,237.185,235.843,300.713,274.072,209.05,195.465,200.634,200.282,207.984,299.784,233.763,192.635,157.218,300.061,231.877,204.438,141.1,225.821,123.36,209.544,231.223,247.45,204.621,307.617,172.226,297.68,242.001,172.507,194.061,211.394,208.819,200.454,170.153,178.132,168.717,290.459,114.797,320.35,189.003,224.685,0,194.48,226.162,235.848,229.222,205.213,14.616,199.849,223.017,160.013,220.247,205.772,184.93,224.038,232.442,397.277,91.165,267.089,193.9,301.374,205.164,107.439,207.239,187.14,119.53,192.171,169.795,153.575,138.261,303.95,161.082,257.561,208.527,177.727,245.997,155.676,262.159,221.839,215.072,398.581,273.434,80.057,219.602,174.483,149.573,157.016,213.558,132.553,344.187,225.903,151.438,162.373,17.836,220.554,280.358,112.709,227.986,123.908,160.613,149.223,213.603,266.319,160.872,221.083,296.658,215.57,257.635,152.649,280.932,268.461,294.418,131.733,249.691,231.694,297.333,280.969,255.24,260.824,221.174,221.973,288.116,173.447,
Cerritos,14.587,15.448,16.158,26.972,400.488,11.582,20.321,3.698,13.114,16.006,21.514,20.989,407.0511,14.071,4.914,22.351,8.468,15.923,20.392,21.419,7.377,21.426,374.323,401.187,3.952,20.873,392.713,21.449,21.086,33.554,395.75,20.984,1.904,15.954,40.458,11.748,21.19,12.554,16.886,8.583,11.47,21.514,24.318,2.769,5.394,10.272,393.576,390.7581,19.226,110.031,395.573,19.318,14.014,121.781,5.241,344.239,28.854,12.414,20.77,404.201,15.937,79.599,4.032,19.405,20.647,17.467,24.529,389.225,404.91,386.193,110.398,404.971,18.735,25.724,359.331,9.967,35.251,414.421,401.488,21.848,223.284,109.746,399.601,30.196,321.951,33.799,83.253,368.241,380.044,396.869,363.318,117.302,26.656,107.365,389.829,359.292,6.528,370.091,19.166,10.145,29.826,23.777,28.793,439.878,295.649,418.239,7.569,325.748,193.221,0,384.86,336.912,330.285,14.898,183.577,358.546,32.702,340.864,29.932,364.469,28.953,382.735,42.127,212.766,102.353,76.774,13.834,111.059,363.861,86.197,305.128,15.618,81.761,27.067,227.652,322.852,153.408,401.839,223.836,355.451,38.422,364.512,384.909,204.256,411.578,53.958,299.452,214.07,371.324,113.5,29.287,361.268,221.01,188.677,372.255,74.022,442.076,56.431,235.823,229.533,176.612,30.239,419.2701,210.62,37.671,304.759,207.973,251.844,44.064,415.738,240.524,40.02,446.077,316.6341,67.32,215.944,430.351,407.373,104.103,121.697,388.602,370.606,446.752,378.859,415.5131,410.243,379.871,31.387,87.097,257.827,
Belmont,373.78,376.258,372.15,362.087,24.703,376.021,374.745,386.584,379.883,374.562,373.5,376.89,18.456,378.268,384.492,369.85,390.813,397.735,378.416,385.966,381.7141,382.327,11.247,41.456,380.987,371.081,35.874,377.778,381.3321,366.497,36.019,375.932,385.342,378.578,345.904,381.258,373.386,394.366,389.347,378.3951,396.819,376.299,374.585,386.938,386.498,393.253,5.68,32.421,365.947,491.843,3.45,372.752,395.819,270.559,386.812,67.588,365.748,381.015,369,13.719,375.496,342.369,387.633,379.413,402.155,378.964,406.341,33.473,15.422,30.441,492.21,70.143,400.547,384.498,31.125,391.779,397.017,95.855,11.817,383.291,195.243,491.558,10.113,393.471,85.92,415.611,358.344,20.154,25.821,37.138,24.948,499.1141,361.469,489.177,34.761,55.581,385.558,17.185,400.674,391.951,364.587,367.223,356.85,70.429,111.349,122.811,380.5,94.434,226.244,385.9771,0,92.828,90.148,396.71,239.355,27.993,414.514,100.047,411.744,23.891,373.963,1.778,423.939,586.3101,315.9131,458.586,388.334,492.8711,26.279,332.187,98.766,381.574,344.278,381.204,209.04,73.289,254.869,109.332,199.106,81.61,397.5601,52.621,53.492,224.244,41.149,410.872,120.861,587.6141,97.483,304.805,411.099,53.424,191.53,234.679,17.245,349.113,146.76,414.936,176.93,191.676,242.584,412.051,69.575,179.548,419.483,103.101,229.181,163.583,402.636,38.709,185.004,410.1161,76.627,103.915,449.132,196.163,60.901,59.682,485.915,281.994,57.186,39.19,77.302,105.018,31.288,37.904,5.695,411.006,477.1491,154.271,
Riverbank,326.267,328.745,324.637,314.574,94.929,328.508,327.232,339.071,332.37,327.049,325.987,329.377,101.492,330.755,336.979,322.337,343.3,350.222,330.903,338.453,334.201,334.814,91.506,95.628,333.474,323.568,87.154,330.265,333.8191,318.984,90.191,328.419,337.829,331.065,298.391,333.745,325.873,346.853,341.834,330.882,349.306,328.786,327.072,339.425,338.985,345.74,88.017,85.199,318.434,444.33,90.014,325.239,348.306,217.007,339.299,115.335,318.235,333.502,321.487,98.642,327.983,326.521,340.12,331.9,354.642,331.451,358.828,83.666,99.351,80.634,444.697,79.103,353.034,336.985,88.767,344.266,349.504,85.45,95.929,335.778,120.598,444.045,94.042,345.958,120.518,368.098,310.831,85.637,74.485,91.31,85.782,451.6011,313.956,441.664,84.27,116.641,338.045,87.528,353.161,344.438,317.074,319.71,309.337,134.319,145.948,83.505,332.987,12.531,236.241,338.4641,93.135,0,9.611,349.197,249.352,86.987,367.001,134.645,364.231,92.213,326.45,93.229,376.426,538.7971,342.738,411.073,340.821,445.3581,77.326,326.582,36.377,334.061,331.488,333.691,134.395,93.948,184.078,75.972,124.461,28.504,350.0471,113.681,79.35,149.599,106.019,363.359,37.933,540.1011,38.974,317.97,363.586,114.484,116.886,160.034,89.029,301.6,116.209,367.423,102.285,117.031,252.582,364.538,98.865,128.79,371.97,137.7,154.536,96.001,355.123,110.179,110.359,362.6031,140.518,20.987,401.619,121.518,124.792,101.814,438.402,230.029,83.043,65.047,141.193,46.509,109.954,104.684,94.935,363.493,429.6361,79.626,
Modesto,319.621,322.099,317.991,307.928,92.25,321.862,320.586,332.425,325.724,320.403,319.341,322.731,98.813,324.109,330.333,315.691,336.6541,343.576,324.257,331.807,327.5551,328.168,88.827,92.949,326.828,316.922,84.475,323.619,327.1731,312.338,87.512,321.773,331.183,324.419,291.745,327.099,319.227,340.207,335.188,324.2361,342.66,322.14,320.426,332.779,332.339,339.094,85.338,82.52,311.788,437.684,87.335,318.593,341.66,210.36,332.653,104.309,311.589,326.856,314.841,95.963,321.337,319.875,333.474,325.254,347.996,324.805,352.182,80.987,96.672,77.955,438.051,81.499,346.388,330.3391,86.088,337.62,342.858,87.846,93.25,329.132,113.951,437.399,91.363,339.312,109.492,361.452,304.185,82.958,71.806,88.631,83.103,444.9551,307.31,435.018,81.591,113.962,331.399,84.849,346.515,337.792,310.428,313.064,302.691,131.64,134.922,85.901,326.341,4.859,229.594,331.8181,90.456,9.881,0,342.551,242.705,84.308,360.355,123.619,357.585,89.534,319.804,90.55,369.78,532.1511,336.092,404.427,334.175,438.7121,74.647,319.936,25.351,327.415,324.842,327.045,127.748,82.922,177.431,78.368,117.814,30.9,343.4011,111.002,76.671,142.952,103.34,356.713,31.286,533.4551,41.371,311.323,356.94,111.805,110.239,153.388,86.35,294.954,118.605,360.777,95.638,110.384,245.935,357.892,101.261,122.143,365.324,126.674,147.889,89.354,348.477,107.5,103.712,355.9571,137.839,14.34,394.973,114.871,122.113,99.135,431.756,223.382,80.364,62.368,138.514,48.905,107.275,102.005,92.256,356.847,422.9901,72.979,
Orange,26.77,25.41,27.941,39.156,412.672,23.765,34.212,19.192,26.828,26.132,35.62,36.29,419.235,27.785,18.628,39.819,11.768,3.798,33.274,25.827,21.091,31.348,386.507,413.371,16.136,33.057,404.897,35.435,31.137,45.24,407.934,33.756,16.921,31.617,52.642,25.462,33.374,6.838,21.571,20.658,9.589,36.994,35.83,13.54,22.718,14.802,405.76,402.942,31.41,97.26,407.757,31.502,5.771,133.965,10.948,356.423,39.524,23.155,32.954,416.385,25.381,91.783,16.504,33.841,20.05,30.238,11.811,401.409,417.094,398.377,97.627,417.155,5.96,27.866,371.515,6.991,28.885,426.605,413.672,29.991,235.468,96.975,411.785,23.83,334.135,21.028,95.437,380.425,392.228,409.053,375.502,104.531,38.84,94.594,402.013,371.476,14.299,382.275,14.595,9.576,42.01,45.202,40.977,452.062,307.833,430.423,20.702,337.932,205.405,16.417,397.044,349.096,342.469,0,195.761,370.73,19.931,353.048,17.161,376.653,39.34,394.919,29.356,203.071,114.537,64.003,21.579,98.288,376.045,98.381,317.312,26.842,93.945,31.738,239.836,335.036,165.592,414.023,236.02,367.635,32.056,376.696,397.093,216.44,423.762,44.263,311.636,204.253,383.508,125.684,16.516,373.452,233.194,200.861,384.439,86.206,454.26,46.736,248.007,241.717,188.796,17.468,431.454,222.804,24.9,316.943,220.157,264.028,40.328,427.922,252.708,30.325,458.261,328.8181,54.549,228.128,442.535,419.557,91.332,133.881,400.786,382.79,458.936,391.043,427.697,422.427,392.055,21.691,74.326,270.011,
Guadalupe,172.624,175.102,171.067,158.882,260.145,174.865,170.652,185.428,177.854,173.406,169.407,172.797,255.492,177.112,183.637,165.757,189.657,196.579,178.101,184.851,181.055,183.635,229.305,265.447,179.83,172.013,256.939,173.685,177.239,162.404,260.01,175.505,184.186,174.485,158.921,177.165,174.788,198.367,185.254,177.239,195.305,172.206,175.893,185.781,186.093,192.138,241.123,256.691,165.235,290.687,241.471,172.437,194.663,124.167,185.656,173.305,161.655,179.9,169.932,250.156,174.381,107.962,186.477,175.32,200.641,177.849,203.187,252.554,250.864,249.522,291.054,287.751,199.391,185.806,214.313,190.623,198.325,313.463,247.442,182.976,170.897,290.402,245.556,194.779,154.779,216.162,113.701,223.223,244.902,261.129,218.3,297.958,162.567,288.021,255.68,186.186,184.402,225.073,199.16,190.795,160.494,168.473,159.058,304.138,128.476,334.029,179.344,238.364,14.616,184.821,239.841,249.527,242.901,195.554,0,213.528,213.358,173.692,210.588,219.451,175.271,237.717,222.783,387.618,81.506,257.43,184.241,291.715,218.843,97.78,220.918,177.481,109.871,182.512,183.474,167.254,151.94,317.629,174.761,271.24,198.868,191.406,259.676,169.355,275.838,212.18,228.751,388.922,287.113,70.398,209.943,188.162,163.252,170.695,227.237,122.894,357.866,216.244,165.117,176.052,8.807,210.895,294.037,126.388,218.327,137.587,174.292,162.902,203.944,279.998,174.551,211.424,310.337,229.249,247.976,166.328,294.6111,282.14,284.759,129.767,263.37,245.373,311.0121,294.648,268.919,274.503,234.853,212.314,278.457,187.126,
San Jose,347.502,349.98,345.872,335.809,48.458,349.743,348.467,360.306,353.605,348.284,347.222,350.612,43.805,351.99,358.214,343.572,364.535,371.457,352.138,359.688,355.436,356.049,17.618,54.145,354.709,344.803,45.637,351.5,355.054,340.219,48.708,349.654,359.064,352.3,319.626,354.98,347.108,368.088,363.069,352.117,370.541,350.021,348.307,360.66,360.22,366.975,29.436,45.389,339.669,465.565,29.784,346.474,369.541,244.281,360.534,47.406,339.47,354.737,342.722,38.469,349.218,316.092,361.355,353.135,375.877,352.686,380.063,41.252,39.178,38.22,465.932,80.509,374.269,358.2201,5.889,365.501,370.739,106.221,35.755,357.013,168.965,465.28,33.869,367.193,59.642,389.333,332.066,11.536,33.6,49.827,4.681,472.8361,335.191,462.899,44.378,35.399,359.28,13.386,374.396,365.673,338.309,340.945,330.572,92.836,85.071,133.177,354.222,88.595,199.966,359.699,28.154,86.989,84.309,370.432,213.077,0,388.236,73.769,385.466,11.05,347.6851,26.03,397.661,560.032,289.636,432.308,362.056,466.593,8.03,305.91,92.927,355.296,318.001,354.9261,182.762,47.012,228.591,119.698,172.828,75.771,371.2821,32.438,52.434,197.966,64.536,384.5941,115.022,561.3361,91.644,278.528,384.821,33.242,165.252,208.401,17.632,322.8351,157.126,388.658,150.652,165.398,216.307,385.773,86.795,153.27,393.205,76.824,202.903,137.305,376.358,64.653,158.726,383.8381,99.035,98.076,422.854,169.885,83.309,74.898,459.637,255.716,56.128,38.131,99.71,99.179,57.232,63.201,23.166,384.728,450.8711,127.993,
Mission Viejo,44.275,42.915,45.446,56.661,430.177,41.27,48.431,33.411,44.333,43.637,49.839,50.509,436.7401,45.29,36.133,54.038,28.164,17.815,48.638,44.188,38.596,49.709,404.012,430.876,33.641,50.562,422.402,49.654,45.356,62.745,425.439,49.23,34.426,45.836,70.147,42.967,50.879,23.234,35.79,38.163,24.269,51.213,52.564,31.045,36.937,33.163,423.265,420.4471,48.915,79.285,425.262,49.007,26.009,151.47,28.453,373.9281,57.029,40.66,50.459,433.89,42.886,109.288,31.125,48.06,25.488,45.713,17.248,418.914,434.599,415.882,79.652,434.66,14.796,46.227,389.02,24.496,47.246,444.11,431.177,48.352,252.973,79,429.29,42.191,351.64,5.115,112.942,397.93,409.733,426.558,393.007,86.556,56.345,76.619,419.518,388.981,31.804,399.78,19.999,27.937,59.515,63.563,58.482,469.567,325.338,447.928,38.207,355.437,222.91,33.922,414.549,366.601,359.974,19.881,213.266,388.235,0,370.553,4.525,394.158,57.701,412.424,11.381,188.875,132.042,46.028,35.798,80.313,393.55,115.886,334.817,41.061,111.45,50.099,257.341,352.541,183.097,431.528,253.525,385.14,44.018,394.201,414.598,233.945,441.267,55.59,329.141,186.278,401.0131,143.189,3.722,390.957,250.699,218.366,401.944,103.711,471.765,58.063,265.512,259.222,206.301,7.043,448.959,240.309,6.925,334.448,237.662,281.5331,51.655,445.427,270.213,41.652,475.766,346.3231,36.574,245.633,460.04,437.062,73.357,151.386,418.291,400.295,476.441,408.548,445.202,439.932,409.56,33.019,56.351,287.5161,
Pacific Grove,329.86,332.338,328.23,318.1671,121.01,332.101,330.825,342.664,335.963,330.642,329.58,332.97,110.15,334.3481,340.572,325.93,346.8931,353.815,334.4961,342.0461,337.7941,338.407,90.169,126.311,337.067,327.161,117.803,333.858,337.4121,322.577,120.874,332.012,341.422,334.6581,301.984,337.338,329.466,350.446,345.4271,334.4751,352.899,332.3791,330.665,343.018,342.578,349.333,101.987,117.555,322.027,447.923,102.335,328.832,351.899,226.639,342.892,28.72,321.828,337.0951,325.08,105.413,331.576,276.333,343.713,335.493,358.235,335.044,362.4211,113.418,111.729,110.386,448.29,148.615,356.627,340.5781,69.479,347.859,353.097,174.327,108.307,339.371,174.274,447.638,106.42,349.551,20.692,371.691,282.072,84.087,105.766,121.993,79.164,455.1941,317.549,445.257,116.544,39.947,341.638,78.281,356.754,348.031,320.667,323.303,312.9301,165.002,45.313,207.955,336.58,122.709,160.208,342.0571,100.706,134.977,124.17,352.79,173.318,74.392,370.594,0,367.824,72.259,330.0431,98.581,380.019,542.3901,249.877,414.666,344.414,448.9511,79.707,266.151,94.784,337.654,278.242,337.2841,188.071,42.428,210.889,191.555,178.137,145.166,353.6401,45.168,120.54,203.275,136.702,366.9521,117.099,543.6941,161.039,238.769,367.179,41.923,170.561,213.71,80.045,291.265,231.792,371.016,155.961,170.707,176.548,368.131,154.901,158.579,375.563,37.065,208.212,142.614,358.716,140.862,164.035,366.1961,171.201,113.316,405.212,175.194,155.475,143.004,441.9951,238.074,124.234,106.237,171.876,168.574,122.981,135.367,95.717,367.086,433.2291,133.302,
Laguna Woods,42.116,40.756,43.287,54.502,428.018,39.111,46.272,31.252,42.174,41.478,47.68,48.35,434.5811,43.131,33.974,51.879,26.005,15.656,46.479,42.029,36.437,47.55,401.853,428.717,31.482,48.403,420.243,47.495,43.197,60.586,423.28,47.071,32.267,43.677,67.988,40.808,48.72,21.075,33.631,36.004,22.11,49.054,50.405,28.886,34.778,31.004,421.106,418.2881,46.756,81.861,423.103,46.848,23.85,149.311,26.294,371.7691,54.87,38.501,48.3,431.731,40.727,107.129,28.966,45.901,23.329,43.554,15.089,416.755,432.44,413.723,82.228,432.501,12.637,44.068,386.861,22.337,45.087,441.951,429.018,46.193,250.814,81.576,427.131,40.032,349.481,4.169,110.783,395.771,407.574,424.399,390.848,89.132,54.186,79.195,417.359,386.822,29.645,397.621,17.84,25.778,57.356,61.404,56.323,467.408,323.179,445.769,36.048,353.278,220.751,31.763,412.39,364.442,357.815,17.722,211.107,386.076,4.532,368.394,0,391.999,55.542,410.265,13.957,191.451,129.883,48.604,33.639,82.889,391.391,113.727,332.658,38.902,109.291,47.94,255.182,350.382,180.938,429.369,251.366,382.981,41.859,392.0421,412.439,231.786,439.108,53.431,326.982,188.854,398.8541,141.03,0.803,388.798,248.54,216.207,399.785,101.552,469.606,55.904,263.353,257.063,204.142,6.595,446.8,238.15,7.475,332.289,235.503,279.3741,49.496,443.268,268.054,39.493,473.607,344.1641,39.15,243.474,457.881,434.903,75.933,149.227,416.132,398.136,474.282,406.389,443.043,437.773,407.401,30.86,58.927,285.3571,
Cupertino,353.638,356.116,352.0081,341.945,44.023,355.879,354.603,366.442,359.741,354.42,353.358,356.748,39.217,358.126,364.35,349.708,370.6711,377.593,358.274,365.824,361.5721,362.1851,13.182,58.719,360.845,350.9391,50.21,357.636,361.1901,346.355,53.282,355.79,365.2,358.436,325.762,361.116,353.244,374.224,369.205,358.2531,376.677,356.157,354.443,366.796,366.356,373.111,25,49.962,345.805,471.701,25.348,352.61,375.677,250.417,366.67,45.15,345.606,360.873,348.858,34.48,355.354,322.227,367.491,359.271,382.013,358.822,386.199,45.825,34.742,42.794,472.068,85.479,380.405,364.3561,9.546,371.637,376.875,111.191,32.577,363.149,175.101,471.416,29.433,373.329,65.778,395.469,338.2021,4.1,38.173,54.401,8.131,478.972,341.327,469.035,48.951,33.143,365.416,6.994,380.532,371.809,344.445,347.081,336.708,91.189,91.207,138.147,360.358,93.565,206.102,365.8351,26.557,91.959,89.279,376.568,219.212,10.75,394.372,71.888,391.602,0,353.8211,21.594,403.797,566.1681,295.771,438.444,368.192,472.7291,16.154,312.045,97.897,361.432,324.136,361.0621,188.898,53.147,234.727,124.668,178.964,80.741,377.4181,30.183,57.404,204.102,61.909,390.7301,119.992,567.4721,96.614,284.663,390.957,30.986,171.388,214.537,9.113,328.9711,162.096,394.794,156.788,171.534,222.442,391.909,91.765,159.406,399.341,82.959,209.039,143.441,382.494,59.469,164.862,389.9741,97.387,103.046,428.99,176.021,81.661,79.868,465.773,261.852,61.097,43.101,98.062,104.149,52.048,58.664,18.73,390.864,457.0071,134.129,
Arcadia,17.244,19.721,19.836,25.306,390.556,19.453,32.732,29.223,23.346,18.026,32.001,37.65,397.119,21.731,27.131,28.674,33.479,40.808,5.687,15.547,27.814,9.41,364.392,391.255,23.653,6.889,382.781,38.11,37.897,33.192,385.818,5.694,27.981,30.959,30.01,26.7,5.62,42.599,33.506,23.514,39.458,37.062,3.233,30.841,29.137,26.817,383.644,380.826,16.682,137.079,385.641,10.02,33.158,111.85,29.478,334.308,27.476,11.716,6.772,394.269,12.496,72.079,30.299,35.955,44.794,7.659,49.41,379.293,394.978,376.261,136.642,395.04,43.616,11.581,349.4,34.445,24.1,404.489,391.556,10.713,213.353,136.58,389.669,20.554,312.0201,58.68,73.322,358.31,370.112,386.937,353.387,144.351,14.172,134.16,379.897,349.361,28.224,360.16,43.313,30.384,28.067,7.902,19.133,429.946,285.718,408.308,20.326,315.817,185.701,28.616,374.929,326.981,320.354,39.129,176.057,348.615,57.583,330.933,54.813,354.538,0,372.804,67.008,213.393,94.833,99.797,32.593,139.716,353.93,78.677,295.197,32.237,74.241,8.287,217.721,312.921,143.477,391.908,213.905,345.5201,24.643,354.581,374.977,194.325,401.646,37.955,289.521,214.697,361.3931,105.98,54.168,351.337,211.079,178.746,362.324,64.091,432.145,42.019,225.892,219.602,169.092,55.043,409.338,200.689,62.552,294.828,198.042,241.913,29.719,405.806,230.593,37.199,436.145,306.703,92.201,206.013,420.419,397.441,133.973,111.766,378.67,360.674,436.82,368.928,405.581,400.311,369.94,38.089,104.232,247.896,
San Carlos,371.563,374.041,369.933,359.8701,24.776,373.804,372.528,384.367,377.666,372.345,371.283,374.673,20.122,376.0511,382.275,367.633,388.5961,395.518,376.1991,383.7491,379.4971,380.11,9.031,41.529,378.7701,368.864,35.947,375.561,379.1151,364.28,36.092,373.715,383.125,376.3611,343.687,379.041,371.169,392.149,387.1301,376.1781,394.602,374.0821,372.368,384.721,384.281,391.036,5.753,32.494,363.73,489.626,6.101,370.535,393.602,268.342,384.595,65.371,363.531,378.7981,366.783,14.786,373.279,340.153,385.416,377.196,399.938,376.747,404.1241,33.546,15.495,30.514,489.993,70.216,398.33,382.2811,28.908,389.562,394.8,95.928,12.073,381.074,193.026,489.341,10.186,391.254,83.703,413.394,356.127,17.937,25.894,37.211,22.731,496.8971,359.252,486.96,34.834,53.364,383.341,14.969,398.457,389.734,362.37,365.006,354.6331,72.691,109.133,122.884,378.283,94.507,224.028,383.7601,1.778,92.901,90.221,394.493,237.138,25.776,412.297,97.83,409.527,21.674,371.7461,0,421.722,584.0931,313.6971,456.369,386.117,490.6541,24.062,329.971,98.839,379.357,342.062,378.9871,206.823,71.073,252.652,109.405,196.889,81.683,395.3431,50.404,53.565,222.027,43.411,408.6551,120.934,585.3971,97.556,302.589,408.882,51.207,189.313,232.462,15.028,346.8961,146.833,412.719,174.713,189.459,240.368,409.834,69.648,177.331,417.2661,100.885,226.964,161.366,400.419,40.971,182.787,407.8991,78.889,103.988,446.915,193.946,63.163,59.755,483.6981,279.777,57.259,39.263,79.564,105.091,33.55,40.166,2.905,408.789,474.9321,152.054,
